time,pixels
0.03200000000000003,1962
0.03200000000000003,1974
0.03599999999999781,1936
0.03200000000000003,1906
0.03200000000000003,1939
0.036000000000001364,1949
0.03200000000000003,2032
0.03200000000000003,2053
0.03200000000000003,2064
0.03599999999999781,2085
0.03200000000000003,2011
0.03200000000000003,2002
0.036000000000001364,1972
0.03200000000000003,1932
0.03200000000000003,1878
0.036000000000001364,1885
0.03200000000000003,1814
0.03200000000000003,1814
0.03599999999999781,1781
0.03200000000000003,1763
0.03200000000000003,1752
0.036000000000001364,1666
0.03200000000000003,1646
0.03200000000000003,1644
0.03599999999999781,1556
0.03200000000000003,2645
0.03200000000000003,2582
0.036000000000001364,5166
0.03200000000000003,5127
0.03200000000000003,6092
0.036000000000001364,5962
0.03200000000000003,7153
0.03200000000000003,7021
0.03200000000000003,8290
0.03599999999999781,7984
0.03200000000000003,9525
0.03200000000000003,9653
0.036000000000001364,8235
0.03200000000000003,4668
0.03200000000000003,2950
0.03599999999999781,2642
0.03200000000000003,2542
0.03200000000000003,3187
0.036000000000001364,5060
0.03200000000000003,5937
0.03200000000000003,4048
0.036000000000001364,2659
0.03200000000000003,2062
0.03200000000000003,3053
0.03599999999999781,4352
0.03200000000000003,4731
0.03200000000000003,4232
0.036000000000001364,7698
0.03200000000000003,20852
0.03200000000000003,21218
0.03599999999999781,21192
0.03200000000000003,21176
0.03200000000000003,21134
0.03200000000000003,21103
0.036000000000001364,19679
0.03200000000000003,4969
0.03200000000000003,4989
0.036000000000001364,4967
0.03200000000000003,4983
0.03200000000000003,5022
0.03599999999999781,5054
0.03200000000000003,15755
0.03200000000000003,20930
0.036000000000001364,21049
0.03200000000000003,21144
0.03200000000000003,21207
0.03599999999999781,21214
0.03200000000000003,21063
0.03200000000000003,16304
0.036000000000001364,5053
0.03200000000000003,5056
0.03200000000000003,5030
0.036000000000001364,5027
0.03200000000000003,5027
0.03200000000000003,5006
0.03599999999999781,5106
0.03200000000000003,5043
0.03200000000000003,4968
0.03200000000000003,4889
0.036000000000001364,4841
0.03200000000000003,4805
0.03200000000000003,4837
0.03599999999999781,19623
0.03200000000000003,20560
0.03200000000000003,20395
0.036000000000001364,20439
0.03200000000000003,20608
0.03200000000000003,20592
0.036000000000001364,20275
0.03200000000000003,5476
0.03200000000000003,4630
0.03599999999999781,4689
0.03200000000000003,4698
0.03200000000000003,4658
0.036000000000001364,4651
0.03200000000000003,4781
0.03200000000000003,20670
0.03599999999999781,20697
0.03200000000000003,20719
0.03200000000000003,20652
0.036000000000001364,20693
0.03200000000000003,20596
0.03200000000000003,20498
0.03200000000000003,20270
0.036000000000001364,20302
0.03200000000000003,20435
0.03200000000000003,20440
0.03599999999999781,20443
0.03200000000000003,20409
0.03200000000000003,20408
0.036000000000001364,4663
0.03200000000000003,4575
0.03200000000000003,4534
0.03599999999999781,4434
0.03200000000000003,4404
0.03200000000000003,4455
0.036000000000001364,4610
0.03200000000000003,4728
0.03200000000000003,4748
0.036000000000001364,4761
0.03200000000000003,4789
0.03200000000000003,4801
0.03599999999999781,4825
0.03200000000000003,6894
0.03200000000000003,20361
0.036000000000001364,20436
0.03200000000000003,20594
0.03200000000000003,20662
0.03200000000000003,20637
0.03599999999999781,20403
0.03200000000000003,20389
0.03200000000000003,20414
0.036000000000001364,20468
0.03200000000000003,20420
0.03200000000000003,20320
0.036000000000001364,20299
0.03200000000000003,20303
0.03200000000000003,18805
0.03599999999999781,5171
0.03200000000000003,5152
0.03200000000000003,5189
0.036000000000001364,5178
0.03200000000000003,5155
0.03200000000000003,5141
0.03599999999999781,16669
0.03200000000000003,20843
0.03200000000000003,20811
0.036000000000001364,20852
0.03200000000000003,20804
0.03200000000000003,20871
0.036000000000001364,20809
0.03200000000000003,15328
0.03200000000000003,5087
0.03200000000000003,5118
0.03599999999999781,5144
0.03200000000000003,5109
0.03200000000000003,5126
0.036000000000001364,5163
0.03200000000000003,19309
0.03200000000000003,20867
0.03599999999999781,20901
0.03200000000000003,20848
0.03200000000000003,20894
0.036000000000001364,20797
0.03200000000000003,20808
0.03200000000000003,6426
0.036000000000001364,5154
0.03200000000000003,5136
0.03200000000000003,5111
0.03599999999999781,5109
0.03200000000000003,5128
0.03200000000000003,5094
0.036000000000001364,20548
0.03200000000000003,20775
0.03200000000000003,20772
0.03599999999999781,20893
0.03200000000000003,20903
0.03200000000000003,20709
0.03200000000000003,20731
0.036000000000001364,5065
0.03200000000000003,5000
0.03200000000000003,5015
0.036000000000001364,5065
0.03200000000000003,5057
0.03200000000000003,5139
0.03599999999999781,5095
0.03200000000000003,5098
0.03200000000000003,5130
0.036000000000001364,5137
0.03200000000000003,5117
0.03200000000000003,5098
0.03599999999999781,5096
0.03200000000000003,5307
0.03200000000000003,20729
0.036000000000001364,20901
0.03200000000000003,20923
0.03200000000000003,20746
0.036000000000001364,20573
0.03200000000000003,20499
0.03200000000000003,20364
0.03599999999999781,4933
0.03200000000000003,4914
0.03200000000000003,4887
0.03200000000000003,4901
0.036000000000001364,4935
0.03200000000000003,4945
0.03200000000000003,8995
0.03599999999999781,20887
0.03200000000000003,20895
0.03200000000000003,20940
0.036000000000001364,20897
0.03200000000000003,20914
0.03200000000000003,21025
0.036000000000001364,21009
0.03200000000000003,20838
0.03200000000000003,20767
0.03599999999999781,20657
0.03200000000000003,20471
0.03200000000000003,20320
0.036000000000001364,20462
0.03200000000000003,18723
0.03200000000000003,4729
0.03599999999999781,4649
0.03200000000000003,4605
0.03200000000000003,4619
0.036000000000001364,4622
0.03200000000000003,4643
0.03200000000000003,4667
0.03200000000000003,4664
0.036000000000001364,4669
0.03200000000000003,4625
0.03200000000000003,4669
0.03599999999999781,4698
0.03200000000000003,4622
0.03200000000000003,18845
0.036000000000001364,20849
0.03200000000000003,20716
0.03200000000000003,20786
0.03599999999999781,20846
0.03200000000000003,20728
0.03200000000000003,20647
0.036000000000001364,20619
0.03200000000000003,20735
0.03200000000000003,20790
0.036000000000001364,20762
0.03200000000000003,20718
0.03200000000000003,20597
0.03599999999999781,20726
0.03200000000000003,5419
0.03200000000000003,4597
0.036000000000001364,4601
0.03200000000000003,4599
0.03200000000000003,4614
0.03200000000000003,4605
0.03599999999999781,4580
0.03200000000000003,20652
0.03200000000000003,20878
0.036000000000001364,20914
0.03200000000000003,21012
0.03200000000000003,20956
0.036000000000001364,20799
0.03200000000000003,20616
0.03200000000000003,4494
0.03599999999999781,4457
0.03200000000000003,4435
0.03200000000000003,4368
0.036000000000001364,4359
0.03200000000000003,4344
0.03200000000000003,4329
0.03599999999999781,20326
0.03200000000000003,20182
0.03200000000000003,20304
0.036000000000001364,20261
0.03200000000000003,20109
0.03200000000000003,20083
0.036000000000001364,19923
0.03200000000000003,4009
0.03200000000000003,3961
0.03200000000000003,3943
0.03599999999999781,3988
0.03200000000000003,3938
0.03200000000000003,3928
0.036000000000001364,6270
0.03200000000000003,20032
0.03200000000000003,19958
0.03599999999999781,19970
0.03200000000000003,20010
0.03200000000000003,20035
0.036000000000001364,19975
0.03200000000000003,19253
0.03200000000000003,3980
0.036000000000001364,4048
0.03200000000000003,4130
0.03200000000000003,4058
0.03599999999999781,4069
0.03200000000000003,4081
0.03200000000000003,4209
0.036000000000001364,4188
0.03200000000000003,4107
0.03200000000000003,4127
0.03599999999999781,4112
0.03200000000000003,4168
0.03200000000000003,4187
0.03200000000000003,16373
0.036000000000001364,20220
0.03200000000000003,20191
0.03200000000000003,20152
0.036000000000001364,20252
0.03200000000000003,20136
0.031999999999996476,20121
0.036000000000001364,15744
0.03200000000000003,4080
0.03200000000000003,3980
0.036000000000001364,3955
0.03200000000000003,4070
0.03200000000000003,4181
0.03599999999999781,4237
0.03200000000000003,18541
0.03200000000000003,20074
0.036000000000001364,20118
0.03200000000000003,20159
0.03200000000000003,20118
0.036000000000001364,20253
0.03200000000000003,20321
0.031999999999996476,20229
0.036000000000001364,20047
0.03200000000000003,20054
0.03200000000000003,20129
0.03200000000000003,20066
0.036000000000001364,20048
0.03200000000000003,20030
0.03200000000000003,4455
0.03599999999999781,4236
0.03200000000000003,4276
0.03200000000000003,4281
0.036000000000001364,4278
0.03200000000000003,4309
0.03200000000000003,4339
0.036000000000001364,4353
0.03199999999999825,4391
0.03200000000000003,4414
0.03599999999999959,4421
0.03200000000000003,4466
0.03200000000000003,4478
0.03599999999999959,4468
0.03200000000000003,20146
0.03200000000000003,20289
0.036000000000001364,20357
0.03200000000000003,20301
0.03200000000000003,20400
0.03599999999999959,20463
0.03200000000000003,20360
0.03200000000000003,20335
0.03599999999999959,20322
0.03200000000000003,20353
0.03200000000000003,20242
0.03200000000000003,20266
0.03599999999999959,20349
0.03200000000000003,20109
0.03200000000000003,4297
0.03599999999999959,4196
0.03200000000000003,4102
0.03200000000000003,4166
0.036000000000001364,4186
