time,up,down
0.0600000000000005,442,183
0.05599999999999916,520,468
0.0600000000000005,198,239
0.05599999999999916,2,4552
0.0600000000000005,16,3332
0.05599999999999916,88,61
0.0600000000000005,39,41
0.0600000000000005,4742,0
0.05599999999999916,154,132
0.0600000000000005,15,3
0.05600000000000094,69,55
0.05999999999999872,0,34
0.05600000000000094,161,149
0.05999999999999872,45,49
0.0600000000000005,110,107
0.05600000000000094,0,4701
0.05999999999999872,15,9
0.05600000000000094,25,46
0.0600000000000005,0,0
0.05599999999999916,0,0
0.0600000000000005,0,0
0.05599999999999916,17,23
0.0600000000000005,0,0
0.0600000000000005,4552,0
0.05599999999999916,58,43
0.0600000000000005,38,12
0.05599999999999916,0,0
0.0600000000000005,0,0
0.05599999999999916,363,345
0.060000000000002274,166,172
0.055999999999997385,0,0
0.060000000000002274,0,4504
0.05999999999999872,146,148
0.05600000000000094,0,0
0.05999999999999872,3701,14
0.05600000000000094,3558,0
